Event ID,Event Name,Event Date,Venue,Ticket Limit,Ticket Limit Info,Segment,Genre,Standard Price Min,Standard Price Max,Product Name,Product Type,City,State,Box Office Information,Open hours,will Call Details,Parking Info,Longitude,Latitude,Average Price,Box Office Phone
vvG17Z9iT3I4F3,Disney On Ice presents Into the Magic,2023-12-30,Agganis Arena,8,"Discover why no dream is too big at Disney On Ice presents Into the Magic! Seek adventure in the great wide somewhere with Belle as she explores the Beasts enchanted castle, experience Moanas courage to embark on a voyage with demigod Maui to save her island, and sing-along with Miguel from Coco as he follows the music in his heart. Be inspired by Annas devotion to her sister Elsa on her journey to the North Mountain to stop the eternal winter, and watch Rapunzel and Flynn go to great lengths to make her dream come true. Celebrate the magic of courage, love and adventure at Disney On Ice! *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information.",Miscellaneous,Ice Shows,20.0,145.0,Disney On Ice! Lighted Tiara,Upsell,Agganis Arena,Massachusetts,"To inquire about Terrier Season Tickets for hockey or basketball, please call 617.353.GOBU(4628) Skip the service fees. Buy tickets at the box office! To purchase tickets by phone, call Ticketmaster at 800-745-3000","Regular hours: Monday through Friday, 10:00 am to 5:00 pm. Saturday and Sunday On sales: Open at On sale time and will remain open for approximately 2 hours. Event Day: begin at 10:00 am for concerts and family shows and run until the headliner takes the stage. For Terrier athletic events: 12:00 pm for will call and ticket sales. Open through the second period of hockey games and half time of basketball games.",Pick up tickets one hour prior to event. Customer must present the actual credit card used to place the order and a Photo ID.,"Agganis Arena has 2 level of parking beneath the building, as well as 1 surface lot behind the building. Parking is also available in: Lot D - 25 Buick Street Lot F - 808 Commonwealth Avenue",-71.1176226,42.3514544,82.5,800-745-3000
vvG1GZ9t96USz8,Hamilton (NY),2023-11-19,Richard Rodgers Theatre,2,Not Available,Arts & Theatre,Theatre,119.0,249.0,PARKWHIZ RICHARD RODGERS THEATRE,Upsell,Richard Rodgers Theatre,New York,(212) 221-1211,Monday - Saturday 10am - 8pm Sunday 12pm - 6pm,Pick up tickets one hour prior to the show. Customers must present the actual credit card used to place the order and a photo ID.,Several lots are located within one block of the theatre. ParkWhiz https://www.parkwhiz.com/richard-rodgers-theatre-parking/,-73.98676323,40.75920382,184.0,212221-1211
vvG18Z9cw9l-Cr,Chicago Blackhawks vs. Pittsburgh Penguins,2024-02-15,United Center,4,Not Available,Sports,Hockey,25.0,744.0,United Center Parking,Parking,United Center,Illinois,(312) 455-4500 (312) 455-4519 (TTY),"Monday-Friday, 11:00 a.m. until 6:00 p.m. Saturday, closed if no performance Sunday, closed if no performance *Hours subject to change depending on event schedules.","Tickets held at Will Call can be picked up beginning 90 minutes prior to the start of the actual event. E-TICKET /PRINT AT HOME & MOBILE TICKETING If you chose Print-at-Home as your delivery method, your tickets will be sent to the email address used at the time of purchase in the form of a .pdf and must be printed on paper in advance for entry. Print at Home tickets cannot scanned at the venue from a mobile device. Choosing mobile entry allows the convenience of using your smartphone as your game ticket. You no longer need to bring your physical tickets to the game. This includes season tickets and single game tickets purchased online or forwarded by email through authorized outlets including Chicagoblackhawks.com, Chicagobulls.com, ClickTix, Ticketmaster.com or other United Center approved outlets. Mobile entry requires a valid QR code.","The United Center has 6,000 spaces in 11 parking lots surrounding the arena. Parking costs are as follows: Cars $27/$29 (Lots C &K). Buses and Limousines $32 during the week, $30 on weekends. All prices subject to change.",-87.67427375,41.88124412,384.5,312455-4500
vvG1GZ9t9aF71n,Hamilton (NY),2023-12-16,Richard Rodgers Theatre,2,Not Available,Arts & Theatre,Theatre,129.0,249.0,PARKWHIZ RICHARD RODGERS THEATRE,Upsell,Richard Rodgers Theatre,New York,(212) 221-1211,Monday - Saturday 10am - 8pm Sunday 12pm - 6pm,Pick up tickets one hour prior to the show. Customers must present the actual credit card used to place the order and a photo ID.,Several lots are located within one block of the theatre. ParkWhiz https://www.parkwhiz.com/richard-rodgers-theatre-parking/,-73.98676323,40.75920382,189.0,212221-1211
G5vbZ9cLQ8Jfn,Pittsburgh Penguins vs. Arizona Coyotes,2023-12-12,PPG Paints Arena,8,"Mobile Ticketing Alert: In an effort to ensure a ticketing experience that is more convenient, safe and secure for all Penguins fans, guests must present a mobile ticket on a smartphone for game entry. Screenshots and print outs will not be accepted. Bags are not permitted in PPG Paints Arena. Exceptions, after inspection, will be made for medical bags, diaper bags, and wristlets or wallets no larger than 4 x 6 x 1.5. PPG Paints Arena is a cashless venue. Credit and debit cards as well as Apple/Google Pay are accepted. Reverse ATMs are available to convert cash to a pre-paid Visa card. To make the most of your game day experience, be sure to download the Penguins app for online ticket management, mobile concession ordering, game previews and more!",Sports,Hockey,43.0,266.0,PARKWHIZ PPG PAINTS ARENA,Upsell,PPG Paints Arena,Pennsylvania,412-642-1800,"The Box Office will only be open on event days. Monday - Friday at 10am & Saturday - Sunday at 12pm. On an event day, the Box Office hours vary. Hours are subject to change as a result of event times, holidays or inclement weather. Please call 412-642-1800 for more information.",Not Available,Parking is available in the PPG Paints Arena lots as well as the PPG Paints Arena Garage for non-hockey events. Event parking rates vary. Check your event information page or email info@ppgpaintsarena.com for specific parking rates. Charter and school busses park for free on the street (follow directions of event staff).,-79.9908551,40.4388401,154.5,412-642-1800
Z7r9jZ1Ad-0Py,Disney On Ice presents Into the Magic,2023-11-11,Delta Center,50,Not Available,Arts & Theatre,Miscellaneous,0.0,0.0,Not Available,Not Available,Delta Center,Utah,Not Available,Not Available,Not Available,Not Available,-111.8992,40.756599,0.0,Not Available
vvG1GZ9t96SSzC,Hamilton (NY),2023-11-12,Richard Rodgers Theatre,2,Not Available,Arts & Theatre,Theatre,119.0,249.0,PARKWHIZ RICHARD RODGERS THEATRE,Upsell,Richard Rodgers Theatre,New York,(212) 221-1211,Monday - Saturday 10am - 8pm Sunday 12pm - 6pm,Pick up tickets one hour prior to the show. Customers must present the actual credit card used to place the order and a photo ID.,Several lots are located within one block of the theatre. ParkWhiz https://www.parkwhiz.com/richard-rodgers-theatre-parking/,-73.98676323,40.75920382,184.0,212221-1211
vvG1GZ9t9147_k,Hamilton (NY),2023-12-26,Richard Rodgers Theatre,2,Not Available,Arts & Theatre,Theatre,129.0,249.0,PARKWHIZ RICHARD RODGERS THEATRE,Upsell,Richard Rodgers Theatre,New York,(212) 221-1211,Monday - Saturday 10am - 8pm Sunday 12pm - 6pm,Pick up tickets one hour prior to the show. Customers must present the actual credit card used to place the order and a photo ID.,Several lots are located within one block of the theatre. ParkWhiz https://www.parkwhiz.com/richard-rodgers-theatre-parking/,-73.98676323,40.75920382,189.0,212221-1211
vvG1GZ9t96WSXS,Hamilton (NY),2023-12-17,Richard Rodgers Theatre,2,Not Available,Arts & Theatre,Theatre,119.0,249.0,PARKWHIZ RICHARD RODGERS THEATRE,Upsell,Richard Rodgers Theatre,New York,(212) 221-1211,Monday - Saturday 10am - 8pm Sunday 12pm - 6pm,Pick up tickets one hour prior to the show. Customers must present the actual credit card used to place the order and a photo ID.,Several lots are located within one block of the theatre. ParkWhiz https://www.parkwhiz.com/richard-rodgers-theatre-parking/,-73.98676323,40.75920382,184.0,212221-1211
vvG1GZ9t9FHV1v,Hamilton (NY),2023-12-02,Richard Rodgers Theatre,2,Not Available,Arts & Theatre,Theatre,129.0,249.0,PARKWHIZ RICHARD RODGERS THEATRE,Upsell,Richard Rodgers Theatre,New York,(212) 221-1211,Monday - Saturday 10am - 8pm Sunday 12pm - 6pm,Pick up tickets one hour prior to the show. Customers must present the actual credit card used to place the order and a photo ID.,Several lots are located within one block of the theatre. ParkWhiz https://www.parkwhiz.com/richard-rodgers-theatre-parking/,-73.98676323,40.75920382,189.0,212221-1211
G5dZZ9mhA0sgt,Disney On Ice presents Find Your Hero,2024-01-07,UBS Arena,4,"Discover the hero inside us all when Disney On Ice returns with the magical adventures of favorite Disney stars brought to life like never before. Step inside the music and magic of Encanto with Mirabel and her family as they learn that everyone has a special gift. Sail away with Moana and Maui on their brave journey across the ocean to return the heart of Te Fiti. Join Anna and Elsa on their quest to protect their kingdom. Be inspired by the Disney Princesses with stories of courage, determination and kindness as you swim under the sea with Ariel, explore an enchanted castle with Belle, and belt out your dreams with Rapunzel. Hosted by Mickey and Minnie, experience world-class ice skating, iconic music, and stunning costumes that will make Disney On Ice presents Find Your Hero an experience the whole family will treasure forever. *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information.",Miscellaneous,Ice Shows,25.0,225.0,Disney On Ice Find Your Hero Official Souvenir Tag,Upsell,UBS Arena,New York,Guest Services: GuestServices@UBSArena.com ADA Inquiries: ADA@ubsarena.com,"The UBS Arena regular Box Office hours are yet to be announced. In addition to the regular hours, the Box Office will also open 3 hours prior to the start of events.","Will Call tickets will be available for pick-up the day of the event, starting 3 hours prior to the event's start time. Guests must present a valid government issued photo identification to receive tickets.","There are over 5,000 guest parking spaces available at UBS Arena. Pre-paid parking is encouraged, but event day payment will be accepted. There will be accessible parking in each lot. There is no street parking available near the arena. Parking fees may vary by parking lot and by event. In addition to parking, there will be a rideshare drop-off and pickup location, as well as direct access to the LIRR from two different stations with a schedule yet to be announced.",-73.72613877,40.71187893,125.0,Not Available
G5eVZ9R3O7dXz,Carolina Hurricanes vs. Chicago Blackhawks,2024-02-19,PNC Arena,4,7.25% Sales Tax will be added on top of the ticket price.,Sports,Hockey,38.0,325.0,PARKWHIZ PNC ARENA,Upsell,PNC Arena,North Carolina,PNC Arena Ticket Office presented by Ticketmaster.com: 919.861.2323 PNC Arena and Carolina Hurricanes Business Office: 919.861.2300,"PNC Arena Ticket Office hours: Tuesday through Thursday, 10AM to 4PM. Closed Friday through Monday, unless an event is taking place the Ticket Office will open at 12PM. On event days, the Ticket Office will be open through the start of the event. PNC Arena Ticket Office is located at the south end of the building, directly across from Carter Finley Stadium.",Not Available,"There is ample parking surrounding the complex, including accessible parking. Prices vary by event. A total of 8,000 spaces are available.",-78.722936,35.803242,181.5,Not Available
G5viZ9R6AeVdG,Nashville Predators vs. Boston Bruins,2024-04-02,Bridgestone Arena Nashville Predators,4,"Doors to the games and will call open 1.5 hours prior to game time. The All-Inclusive Zone is in sections 109-111, rows F & up. The All-Inclusive Zone comes with access to Yuengling Flight Deck which includes upscale buffet and select beer and wine.",Sports,Hockey,50.0,500.0,0402 BOS Predators Pinnacle Parking,Parking,Bridgestone Arena Nashville Predators,Tennessee,(615)770-2040,The Box Office will be open Monday through Friday from 10:00AM to 5:00PM. The Box Office will open at 10:00AM on Saturday only on event days. The Box Office will open at 12:00PM on Sunday only on event days.,"Will Call: Tickets held for will call may be picked up with proper ID, the Credit Card used to order the tickets and the account number 2 hours prior to the event. Automated will call kiosks are available inside the main entrance for your convenience.","Parking is readily available around the Bridgestone Arena for a fee. Allright Parking, Central Parking, and other various garages are easily accessible and within a short walking distance. You can also purchase parking online Here",-86.77857,36.159949,275.0,Not Available
vvG1jZ9tp8Wevq,Hamilton (Chicago),2023-12-29,James M. Nederlander Theatre,4,Not Available,Arts & Theatre,Theatre,69.0,229.0,Broadway In Chicago Suite Service,Upsell,James M. Nederlander Theatre,Illinois,"The Administrative offices of the James M. Nederlander Theatre may be reached at (312) 977-1700. There is no public phone number available for the Box Office. The box office cannot take phone orders. To order tickets by phone, please call 800-775-2000. For groups of 20 or more, call (312) 977-1710.",Box office hours vary. Please call (312) 977-1700 for the current week's hours.,"Will Call tickets can be picked up at any time during Box Office hours on the day of a show. The customer must present the actual credit card used to make the order, a valid picture ID, and the confirmation number.","InterPark: 20 E. RANDOLPH Discount parking with ticket stub Garage Clearance- 6'8"" (312) 986-6863",-87.6287528,41.8846093,149.0,312977-1700
vvG1jZ9tp8zxZo,Hamilton (Chicago),2023-12-23,James M. Nederlander Theatre,4,Not Available,Arts & Theatre,Theatre,59.0,149.0,Advance Parking,Upsell,James M. Nederlander Theatre,Illinois,"The Administrative offices of the James M. Nederlander Theatre may be reached at (312) 977-1700. There is no public phone number available for the Box Office. The box office cannot take phone orders. To order tickets by phone, please call 800-775-2000. For groups of 20 or more, call (312) 977-1710.",Box office hours vary. Please call (312) 977-1700 for the current week's hours.,"Will Call tickets can be picked up at any time during Box Office hours on the day of a show. The customer must present the actual credit card used to make the order, a valid picture ID, and the confirmation number.","InterPark: 20 E. RANDOLPH Discount parking with ticket stub Garage Clearance- 6'8"" (312) 986-6863",-87.6287528,41.8846093,104.0,312977-1700
